x                       y                        z                        a                        b                        c                        degX                     degY                     degZ                     mf.Bx (T)                mf.By (T)                mf.Bz (T)
90                        90                       0                        -10                      40                       110                      0                        -90                      0                        3.933228609895274E-6     1.2655036403366209E-5    -2.8371511013341868E-5
30                        90                       0                        -10                      40                       110                      0                        -90                      0                        -2.816144280712871E-5    1.3328621602109688E-5    -3.047911939600101E-5
-30                       90                       0                        -10                      40                       110                      0                        -90                      0                        -4.0221050034385496E-5   -6.381572262125564E-6    1.9568580950828134E-5
-90                       90                       0                        -10                      40                       110                      0                        -90                      0                        -5.013302601552048E-6    -1.4477577206079037E-5   3.271426137129457E-5
90                        30                       0                        -10                      40                       110                      0                        -90                      0                        7.0106066928618175E-6    -2.737896650954973E-6    -3.7124433526822465E-5
30                        30                       0                        -10                      40                       110                      0                        -90                      0                        -3.459731551949141E-5    -3.6385207893362788E-6   -5.040799415467982E-5
-30                       30                       0                        -10                      40                       110                      0                        -90                      0                        -5.0052136649255274E-5   2.105062135619044E-6     2.7985379712818043E-5
-90                       30                       0                        -10                      40                       110                      0                        -90                      0                        -7.046900309405613E-8    2.371391759893614E-6     4.425006853138699E-5
90                        -30                      0                        -10                      40                       110                      0                        -90                      0                        -1.3768335147103315E-7   -1.56051343895484E-5     -2.2800893354939458E-5
30                        -30                      0                        -10                      40                       110                      0                        -90                      0                        -2.280418216924698E-5    -1.4654114317512907E-5   -2.314990171611175E-5
-30                       -30                      0                        -10                      40                       110                      0                        -90                      0                        -2.8579033689164833E-5   3.8232863478038334E-6    1.0251669848811612E-5
-90                       -30                      0                        -10                      40                       110                      0                        -90                      0                        -5.324668564392695E-6    1.4547498336049216E-5    2.5665786491739773E-5
90                        -90                      0                        -10                      40                       110                      0                        -90                      0                        -3.0463236636885606E-6   -1.0474325807703274E-5   -9.579787969203393E-6
30                        -90                      0                        -10                      40                       110                      0                        -90                      0                        -1.2705877043514116E-5   -8.369855749647116E-6    -7.475221705072712E-6
-30                       -90                      0                        -10                      40                       110                      0                        -90                      0                        -1.5575847057415694E-5   4.214312422780501E-6     3.6980670199277756E-6
-90                       -90                      0                        -10                      40                       110                      0                        -90                      0                        -5.968554750418033E-6    1.068450987704589E-5     9.519021937220034E-6
90                        90                       0                        -10                      40                       110                      0                        90                       0                        -3.896667640906188E-6    -1.265320726384964E-5    2.8320105457621463E-5
30                        90                       0                        -10                      40                       110                      0                        90                       0                        2.8195965933940645E-5    -1.3289272366065073E-5   3.033797107917026E-5
-30                       90                       0                        -10                      40                       110                      0                        90                       0                        4.014844668709681E-5     6.42667118984949E-6      -1.9712026200856497E-5
-90                       90                       0                        -10                      40                       110                      0                        90                       0                        4.936065081858869E-6     1.4477199154313738E-5    -3.2756227248219634E-5
90                        30                       0                        -10                      40                       110                      0                        90                       0                        -6.978659886508907E-6    2.693694076261176E-6     3.707467812807384E-5
30                        30                       0                        -10                      40                       110                      0                        90                       0                        3.462277553602336E-5     3.547400012183762E-6     5.025298061142448E-5
-30                       30                       0                        -10                      40                       110                      0                        90                       0                        4.997566926396398E-5     -2.195436601049826E-6    -2.814009152760248E-5
-90                       30                       0                        -10                      40                       110                      0                        90                       0                        -1.0619164282678621E-8   -2.4299168196382693E-6   -4.4274984617309794E-5
90                        -30                      0                        -10                      40                       110                      0                        90                       0                        1.3187872644362215E-7    1.5549189084564307E-5    2.2786708733364173E-5
30                        -30                      0                        -10                      40                       110                      0                        90                       0                        2.278097343085786E-5     1.4560711470105774E-5    2.3136795572634616E-5
-30                       -30                      0                        -10                      40                       110                      0                        90                       0                        2.852416035528584E-5     -3.912619034155708E-6    -1.024535599213133E-5
-90                       -30                      0                        -10                      40                       110                      0                        90                       0                        5.291688964276438E-6     -1.459999055570477E-5    -2.5646043184502044E-5
90                        -90                      0                        -10                      40                       110                      0                        90                       0                        3.030275976850369E-6     1.0447077781670012E-5    9.580403564652636E-6
30                        -90                      0                        -10                      40                       110                      0                        90                       0                        1.2678527937878977E-5    8.340778668269503E-6     7.4888477556150805E-6
-30                       -90                      0                        -10                      40                       110                      0                        90                       0                        1.5552983997949304E-5    -4.239544310480333E-6    -3.674683895055012E-6
-90                       -90                      0                        -10                      40                       110                      0                        90                       0                        5.955868629023237E-6     -1.0701874372591676E-5   -9.49828653475052E-6
90                        90                       0                        -10                      50                       50                       0                        -90                      0                        5.53662498279152E-5      3.9815323406044794E-5    -5.523449848826881E-5
30                        90                       0                        -10                      50                       50                       0                        -90                      0                        -3.3792772071183886E-5   1.4051977759607718E-4    -1.8085751488365598E-4
-30                       90                       0                        -10                      50                       50                       0                        -90                      0                        -1.7198641764636818E-4   -1.2472045049963687E-4   1.7074826949539591E-4
-90                       90                       0                        -10                      50                       50                       0                        -90                      0                        6.103267192862558E-5     -7.066095257812226E-5    8.557065929598531E-5
90                        30                       0                        -10                      50                       50                       0                        -90                      0                        6.628559289038519E-5     -2.9494814517976198E-5   -7.20109815858009E-5
30                        30                       0                        -10                      50                       50                       0                        -90                      0                        -4.9510763391914575E-5   -1.5234027017725117E-4   -3.442489174609151E-4
-30                       30                       0                        -10                      50                       50                       0                        -90                      0                        -2.1700231143087582E-4   8.480980661635686E-5     3.0820740525481924E-4
-90                       30                       0                        -10                      50                       50                       0                        -90                      0                        8.687702378108518E-5     4.268641890861496E-5     1.1524274526010221E-4
90                        -30                      0                        -10                      50                       50                       0                        -90                      0                        1.9492111092004047E-5    -4.09219333698359E-5     -2.8542585024428382E-5
30                        -30                      0                        -10                      50                       50                       0                        -90                      0                        -3.55362593039331E-5     -7.075833758321323E-5    -4.301126742369014E-5
-30                       -30                      0                        -10                      50                       50                       0                        -90                      0                        -6.487294976046477E-5    6.37944115610556E-5      3.902705586881014E-5
-90                       -30                      0                        -10                      50                       50                       0                        -90                      0                        9.913037876733716E-6     5.155922866113514E-5     3.763577567917191E-5
90                        -90                      0                        -10                      50                       50                       0                        -90                      0                        -1.237647025494567E-6    -1.8830058338666947E-5   -7.2860040251103784E-6
30                        -90                      0                        -10                      50                       50                       0                        -90                      0                        -1.8970347818265945E-5   -1.6087331087202112E-5   -6.055423245926691E-6
-30                       -90                      0                        -10                      50                       50                       0                        -90                      0                        -2.432003866622361E-5    1.066530811729617E-5     4.21238709213815E-6
-90                       -90                      0                        -10                      50                       50                       0                        -90                      0                        -5.86565705339265E-6     2.0302031576344637E-5    8.147328041434989E-6
90                        90                       0                        -10                      50                       50                       0                        90                       0                        -5.531414403855636E-5    -3.9734031630092394E-5   5.518430056763778E-5
30                        90                       0                        -10                      50                       50                       0                        90                       0                        3.3727268139956356E-5    -1.401936542647539E-4    1.808101078242838E-4
-30                       90                       0                        -10                      50                       50                       0                        90                       0                        1.7170396222588994E-4    1.250478793343437E-4     -1.7032137782861299E-4
-90                       90                       0                        -10                      50                       50                       0                        90                       0                        -6.092124353338384E-5    7.063992524035353E-5     -8.530331059393849E-5
90                        30                       0                        -10                      50                       50                       0                        90                       0                        -6.617642352324285E-5    2.9479006898861375E-5    7.192765515049603E-5
30                        30                       0                        -10                      50                       50                       0                        90                       0                        4.981963976603528E-5     1.5213397033596787E-4    3.4385020041803485E-4
-30                       30                       0                        -10                      50                       50                       0                        90                       0                        2.1617038452211712E-4    -8.499528164500976E-5    -3.0948470982883694E-4
-90                       30                       0                        -10                      50                       50                       0                        90                       0                        -8.697237053869248E-5    -4.2539446993243804E-5   -1.1505407926512117E-4
90                        -30                      0                        -10                      50                       50                       0                        90                       0                        -1.9445652191579565E-5   4.086771247904889E-5     2.850623880524833E-5
30                        -30                      0                        -10                      50                       50                       0                        90                       0                        3.554678100141685E-5     7.062757468319209E-5     4.296543054866373E-5
-30                       -30                      0                        -10                      50                       50                       0                        90                       0                        6.480172222685034E-5     -6.38895410072516E-5     -3.898519410559917E-5
-90                       -30                      0                        -10                      50                       50                       0                        90                       0                        -9.97570490660234E-6     -5.1529694587964796E-5   -3.759748530475039E-5
90                        -90                      0                        -10                      50                       50                       0                        90                       0                        1.247884977992333E-6     1.8797558810303664E-5    7.274652476494597E-6
30                        -90                      0                        -10                      50                       50                       0                        90                       0                        1.8960006662834057E-5    1.6044137069756964E-5    6.044787906789995E-6
-30                       -90                      0                        -10                      50                       50                       0                        90                       0                        2.428737813611091E-5     -1.068927940315215E-5    -4.21086123544361E-6
-90                       -90                      0                        -10                      50                       50                       0                        90                       0                        5.839168594132683E-6     -2.0297487804137204E-5   -8.139733208053306E-6
90                        90                       0                        -10                      50                       60                       0                        -90                      0                        3.9383645326536795E-5    3.3319206000828026E-5    -5.4290710847823255E-5
30                        90                       0                        -10                      50                       60                       0                        -90                      0                        -6.12438951281671E-5     8.576767570324696E-5     -1.4212773479763266E-4
-30                       90                       0                        -10                      50                       60                       0                        -90                      0                        -1.5147749749278355E-4   -5.7997514065733185E-5   1.025993631241721E-4
-90                       90                       0                        -10                      50                       60                       0                        -90                      0                        4.201346262069016E-5     -5.549348636451254E-5    7.539525909036619E-5
90                        30                       0                        -10                      50                       60                       0                        -90                      0                        5.0208810073517344E-5    -2.826806052568789E-5    -7.14598151846585E-5
30                        30                       0                        -10                      50                       60                       0                        -90                      0                        -4.269295319857941E-5    -6.0906844251064704E-5   -2.2342631946456048E-4
-30                       30                       0                        -10                      50                       60                       0                        -90                      0                        -2.2289835069415028E-4   5.581924064920071E-5     1.6829548970547317E-4
-90                       30                       0                        -10                      50                       60                       0                        -90                      0                        7.469045604146396E-5     3.5244904960094196E-5    9.739502565093642E-5
90                        -30                      0                        -10                      50                       60                       0                        -90                      0                        1.3827928142319452E-5    -3.3644645563338855E-5   -2.8912714142131377E-5
30                        -30                      0                        -10                      50                       60                       0                        -90                      0                        -4.235110571214221E-5    -4.904916658846325E-5    -3.9087702335684145E-5
-30                       -30                      0                        -10                      50                       60                       0                        -90                      0                        -6.815313818684526E-5    3.288725742329053E-5     2.5417358202832024E-5
-90                       -30                      0                        -10                      50                       60                       0                        -90                      0                        6.385594172890057E-6     4.621748117587972E-5     3.583691269537311E-5
90                        -90                      0                        -10                      50                       60                       0                        -90                      0                        -1.670292711587637E-6    -1.744186059167248E-5    -7.95012256868526E-6
30                        -90                      0                        -10                      50                       60                       0                        -90                      0                        -1.603047403688033E-5    -1.2523711104371759E-5   -6.389013757290395E-6
-30                       -90                      0                        -10                      50                       60                       0                        -90                      0                        -2.226306186106522E-5    7.0758381365637965E-6    3.5737084664330763E-6
-90                       -90                      0                        -10                      50                       60                       0                        -90                      0                        -5.8177083916929465E-6   1.878060699314921E-5     8.669340721821004E-6
90                        90                       0                        -10                      50                       60                       0                        90                       0                        -3.955164724627851E-5    -3.3454617841316386E-5   5.4459961778831315E-5
30                        90                       0                        -10                      50                       60                       0                        90                       0                        6.12106372071511E-5      -8.576861746580678E-5    1.4208787992818177E-4
-30                       90                       0                        -10                      50                       60                       0                        90                       0                        1.514267010023088E-4     5.7731049079664154E-5    -1.0263932744853483E-4
-90                       90                       0                        -10                      50                       60                       0                        90                       0                        -4.202962317532939E-5    5.54168155006527E-5      -7.541594596691248E-5
90                        30                       0                        -10                      50                       60                       0                        90                       0                        -4.8854076944102555E-5   1.3286756255325298E-5    6.847953348119339E-5
30                        30                       0                        -10                      50                       60                       0                        90                       0                        3.7446760555527256E-5    5.414887650049882E-5     2.1824898193898465E-4
-30                       30                       0                        -10                      50                       60                       0                        90                       0                        2.2305140545258155E-4    -5.561458204177686E-5    -1.6778829198401025E-4
-90                       30                       0                        -10                      50                       60                       0                        90                       0                        -7.458610560891503E-5    -3.525168097076455E-5    -9.725369845385343E-5
90                        -30                      0                        -10                      50                       60                       0                        90                       0                        -1.3804921869605187E-5   3.330020686548874E-5     2.9001847532453523E-5
30                        -30                      0                        -10                      50                       60                       0                        90                       0                        4.2400290234858323E-5    4.9017355210210985E-5    3.9036405441487916E-5
-30                       -30                      0                        -10                      50                       60                       0                        90                       0                        6.810411035084512E-5     -3.284497940821325E-5    -2.549034499239316E-5
-90                       -30                      0                        -10                      50                       60                       0                        90                       0                        -6.381596087376587E-6    -4.618500056083404E-5    -3.5839136820493046E-5
90                        -90                      0                        -10                      50                       60                       0                        90                       0                        1.663817205699948E-6     1.7435696126211415E-5    7.938802870291857E-6
30                        -90                      0                        -10                      50                       60                       0                        90                       0                        1.6022169579699465E-5    1.2514653274690632E-5    6.370734545305158E-6
-30                       -90                      0                        -10                      50                       60                       0                        90                       0                        2.224411808428054E-5     -7.082423819061048E-6    -3.593449068260365E-6
-90                       -90                      0                        -10                      50                       60                       0                        90                       0                        5.806258811757919E-6     -1.877929769230658E-5    -8.678540173636615E-6
90                        90                       0                        -10                      50                       70                       0                        -90                      0                        2.9919578449880815E-5    2.7111303718946455E-5    -5.427540512552466E-5
30                        90                       0                        -10                      50                       70                       0                        -90                      0                        -4.0590392385824966E-5   6.637759806799373E-5     -1.1077182840302723E-4
-30                       90                       0                        -10                      50                       70                       0                        -90                      0                        -1.2088980452716028E-4   -3.451271646658553E-5    7.374251903525153E-5
-90                       90                       0                        -10                      50                       70                       0                        -90                      0                        2.235546322978815E-5     -4.0217676224128625E-5   7.27956778036546E-5
90                        30                       0                        -10                      50                       70                       0                        -90                      0                        3.8863514503519064E-5    -1.3030953648364841E-5   -6.127875619891848E-5
30                        30                       0                        -10                      50                       70                       0                        -90                      0                        -4.5820848446790545E-5   -3.6841393456545985E-5   -1.6607989167363024E-4
-30                       30                       0                        -10                      50                       70                       0                        -90                      0                        -1.2192023270927229E-4   3.7804401890329E-5       1.3750651074260285E-4
-90                       30                       0                        -10                      50                       70                       0                        -90                      0                        3.226204634658875E-5     3.06605863916889E-5      9.03161450964863E-5
90                        -30                      0                        -10                      50                       70                       0                        -90                      0                        9.358571815062013E-6     -2.8467011391801392E-5   -2.6302057529926515E-5
30                        -30                      0                        -10                      50                       70                       0                        -90                      0                        -3.565820129908051E-5    -3.9882989172052714E-5   -3.78504217942099E-5
-30                       -30                      0                        -10                      50                       70                       0                        -90                      0                        -5.564319587662308E-5    2.3867727197752102E-5    2.306638507587786E-5
-90                       -30                      0                        -10                      50                       70                       0                        -90                      0                        9.530556151489828E-7     3.601742926999945E-5     3.4332129122506296E-5
90                        -90                      0                        -10                      50                       70                       0                        -90                      0                        -1.9356782451631315E-6   -1.571959271044207E-5    -8.162616363778371E-6
30                        -90                      0                        -10                      50                       70                       0                        -90                      0                        -1.664210458673769E-5    -1.2272460221293272E-5   -6.143281275967861E-6
-30                       -90                      0                        -10                      50                       70                       0                        -90                      0                        -2.0631381790712448E-5   7.211570900466657E-6     3.878983069783556E-6
-90                       -90                      0                        -10                      50                       70                       0                        -90                      0                        -5.965049181388889E-6    1.63101939531978E-5      8.851374589356994E-6
90                        90                       0                        -10                      50                       70                       0                        90                       0                        -2.9982160554344676E-5   -2.712614140446417E-5    5.4388308837877196E-5
30                        90                       0                        -10                      50                       70                       0                        90                       0                        4.027979849537145E-5     -6.762638343617945E-5    1.0973412105356583E-4
-30                       90                       0                        -10                      50                       70                       0                        90                       0                        1.2116762787158539E-4    3.438504070407202E-5     -7.386711129617765E-5
-90                       90                       0                        -10                      50                       70                       0                        90                       0                        -2.236081890353401E-5    4.0188544705880304E-5    -7.284953299726817E-5
90                        30                       0                        -10                      50                       70                       0                        90                       0                        -3.876128588942005E-5    1.2943528925084572E-5    6.152249151301056E-5
30                        30                       0                        -10                      50                       70                       0                        90                       0                        4.602576656539576E-5     3.704612223434837E-5     1.6408739259407733E-4
-30                       30                       0                        -10                      50                       70                       0                        90                       0                        1.2289906992379287E-4    -3.811805446467532E-5    -1.3808797444710358E-4
-90                       30                       0                        -10                      50                       70                       0                        90                       0                        -3.2250517732903307E-5   -3.062163959912864E-5    -9.0267511319068E-5
90                        -30                      0                        -10                      50                       70                       0                        90                       0                        -9.380753728895432E-6    2.8483498842292538E-5    2.6296812393716955E-5
30                        -30                      0                        -10                      50                       70                       0                        90                       0                        3.5677889016198525E-5    3.995546365990138E-5     3.782039832288738E-5
-30                       -30                      0                        -10                      50                       70                       0                        90                       0                        5.567576060285873E-5     -2.385285966545213E-5    -2.307615711018191E-5
-90                       -30                      0                        -10                      50                       70                       0                        90                       0                        -9.523795451800515E-7    -3.603422140802569E-5    -3.43421988856026E-5
90                        -90                      0                        -10                      50                       70                       0                        90                       0                        1.930843233940088E-6     1.5727553611199418E-5    8.162074645019177E-6
30                        -90                      0                        -10                      50                       70                       0                        90                       0                        1.664390177399075E-5     1.2282968014931436E-5    6.1424447904186315E-6
-30                       -90                      0                        -10                      50                       70                       0                        90                       0                        2.063554288493545E-5     -7.205935014482714E-6    -3.877841586884359E-6
-90                       -90                      0                        -10                      50                       70                       0                        90                       0                        5.971145793356365E-6     -1.630976203320508E-5    -8.849451992744769E-6
90                        90                       0                        -10                      50                       80                       0                        -90                      0                        1.969176473815145E-5     2.030504838990939E-5     -4.418304848826728E-5
30                        90                       0                        -10                      50                       80                       0                        -90                      0                        -4.966414904624539E-5    3.210897197725892E-5     -7.621954119370501E-5
-30                       90                       0                        -10                      50                       80                       0                        -90                      0                        -7.637354154399318E-5    -3.388805714034249E-5    6.102669089630755E-5
-90                       90                       0                        -10                      50                       80                       0                        -90                      0                        1.5655970164788266E-5    -2.2587163541071723E-5   5.681593595745656E-5
90                        30                       0                        -10                      50                       80                       0                        -90                      0                        2.7659300819732643E-5    -1.2527346104431531E-5   -5.55337328909731E-5
30                        30                       0                        -10                      50                       80                       0                        -90                      0                        -3.646392030430332E-5    -2.587123316303735E-5    -9.759793541273934E-5
-30                       30                       0                        -10                      50                       80                       0                        -90                      0                        -1.259099852644364E-4    3.3253072762467263E-5    8.981370129795146E-5
-90                       30                       0                        -10                      50                       80                       0                        -90                      0                        2.1569347392808418E-5    1.9246540913180863E-5    7.952238417782584E-5
90                        -30                      0                        -10                      50                       80                       0                        -90                      0                        5.976183525063322E-6     -2.4341146416415345E-5   -2.5296989161072817E-5
30                        -30                      0                        -10                      50                       80                       0                        -90                      0                        -3.205532622455607E-5    -2.9979476469450556E-5   -2.7247637714319694E-5
-30                       -30                      0                        -10                      50                       80                       0                        -90                      0                        -4.547223131375009E-5    1.784561701603162E-5     1.8363223960394043E-5
-90                       -30                      0                        -10                      50                       80                       0                        -90                      0                        -1.1356867072206912E-6   2.929155040883824E-5     3.0162174446241076E-5
90                        -90                      0                        -10                      50                       80                       0                        -90                      0                        -2.4277818225334124E-6   -1.4095305175149043E-5   -8.523232398541542E-6
30                        -90                      0                        -10                      50                       80                       0                        -90                      0                        -1.4633781913387023E-5   -1.011916181295839E-5    -6.085376069976718E-6
-30                       -90                      0                        -10                      50                       80                       0                        -90                      0                        -1.8157055026212966E-5   6.459713420616E-6        3.844752991073546E-6
-90                       -90                      0                        -10                      50                       80                       0                        -90                      0                        -5.64765125234158E-6     1.4200113651056014E-5    8.632840572589867E-6
90                        90                       0                        -10                      50                       80                       0                        90                       0                        -1.9720877238054585E-5   -2.0312629194604934E-5   4.4212285415810584E-5
30                        90                       0                        -10                      50                       80                       0                        90                       0                        4.968364922261503E-5     -3.210154579809247E-5    7.6347627702155E-5
-30                       90                       0                        -10                      50                       80                       0                        90                       0                        7.660539289330284E-5     3.395319956135782E-5     -6.093210726888245E-5
-90                       90                       0                        -10                      50                       80                       0                        90                       0                        -1.5687797149932422E-5   2.263906142578766E-5     -5.685214927722077E-5
90                        30                       0                        -10                      50                       80                       0                        90                       0                        -2.7733487302663133E-5   1.2527082988167225E-5    5.547996405901943E-5
30                        30                       0                        -10                      50                       80                       0                        90                       0                        2.7048097385756312E-5    2.4379932616466907E-5    8.932594001635286E-5
-30                       30                       0                        -10                      50                       80                       0                        90                       0                        1.296193737378192E-4     -3.360619044836407E-5    -9.276611730072359E-5
